S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,Ethylene_ppm,Methane_ppm
2358.44,1653.36,1060.11,1197.17,1925.93,2825.92,1380.94,1715.58,3340.57,2687.4,818.62,819.0,1905.36,1850.02,1060.31,938.81,0.0,100.0
2611.87,1709.33,4368.9,4800.9,3432.44,4397.86,4142.34,4664.53,3680.39,2929.56,3432.44,3081.53,3063.17,3387.08,3373.38,2787.75,8.33,156.67
2240.51,1925.47,1977.78,2122.41,737.69,959.88,2301.78,2423.16,3174.65,2547.99,1978.71,1659.33,665.56,690.61,2270.33,1760.2,6.67,0.0
2392.59,1742.89,2525.23,2825.92,2227.84,2821.1,2391.34,2727.61,3399.05,2711.81,1840.66,1796.78,2026.54,2127.67,1850.02,1558.87,0.0,66.67
2338.59,1670.85,1021.22,1134.87,673.52,925.19,1020.63,1123.58,3307.05,2647.18,905.8,771.58,639.15,628.65,960.86,730.94,0.0,0.0
2323.24,1786.6,4119.59,4618.83,4214.65,5553.25,3670.35,4310.67,3271.98,2607.47,2597.39,2712.6,3734.52,4160.27,2479.18,2239.53,0.0,296.67
2833.15,1610.64,3590.21,3942.72,2639.63,3303.02,3492.32,3893.22,3765.29,2992.45,2912.17,2593.52,2392.09,2567.76,2960.38,2386.85,11.67,73.33
2700.25,1599.89,1760.88,1942.16,785.38,1010.95,1719.15,1805.4,3663.96,2939.37,1786.37,1382.84,735.82,737.69,1700.41,1269.67,0.0,0.0
2224.68,1718.03,3094.91,3472.21,2789.34,3520.83,2788.01,3231.11,3334.2,2642.76,2051.31,2087.83,2430.2,2688.19,2005.16,1748.06,0.0,0.0
2610.06,1722.73,2811.21,3040.43,1009.37,1203.71,2951.64,3134.66,3635.46,2902.14,2814.15,2238.56,936.28,970.06,2844.96,2182.74,8.33,0.0
2074.76,1811.75,3389.12,3806.12,3357.39,4386.4,3058.73,3592.32,3269.69,2591.2,2170.43,2264.45,3006.2,3296.11,2134.86,1899.37,0.0,0.0
2576.76,1733.48,1240.19,1372.93,573.96,811.76,1288.1,1352.55,3438.61,2765.16,1258.31,989.29,520.19,525.23,1314.08,982.61,0.0,0.0
2321.27,1708.88,4131.61,4610.48,4134.86,5440.29,3683.74,4305.34,3383.0,2645.1,2598.17,2699.2,3712.14,4106.3,2492.12,2248.32,0.0,273.33
2536.98,1824.71,3835.34,4283.39,3543.48,4538.91,3460.11,3999.59,3633.64,2875.1,2714.97,2587.07,3131.57,3496.47,2564.67,2195.07,0.0,180.0
2953.01,1693.95,4164.19,4584.12,3008.41,3875.65,3868.45,4307.0,4019.4,3176.07,3520.53,3032.96,2738.17,2972.43,3242.81,2643.02,6.67,116.67
2597.13,1756.6,4009.17,4441.52,3305.04,4200.53,3842.83,4307.34,3633.04,2869.17,3087.38,2846.03,2950.82,3257.09,3049.3,2529.83,6.67,153.33
2338.34,1609.1,861.46,975.15,517.49,767.8,973.39,1019.24,3360.88,2700.78,862.8,704.02,475.52,476.6,980.25,740.32,0.0,0.0
2939.91,1768.09,3510.13,3745.27,1075.26,1270.09,3646.96,3856.88,3918.09,3138.59,3508.34,2779.77,973.78,1041.03,3536.62,2712.6,11.67,0.0
2355.46,1602.52,1645.85,1836.78,1073.66,1360.32,1415.41,1561.26,3346.66,2669.09,1326.6,1152.86,1001.49,1005.03,1237.93,986.93,0.0,0.0
2822.17,1746.26,3156.88,3412.21,980.64,1191.46,3323.5,3505.97,3789.7,3027.44,3205.24,2531.87,893.62,932.0,3254.81,2504.32,10.0,0.0
2528.8,1685.94,2918.69,3260.24,2695.0,3470.14,2712.34,3118.11,3505.67,2775.25,2016.66,1995.78,2445.31,2610.32,2000.23,1713.34,0.0,100.0
2326.71,1686.16,2974.07,3326.68,2797.6,3583.3,2696.84,3155.19,3426.28,2724.71,1971.47,1987.59,2516.04,2738.17,1953.54,1688.61,0.0,106.67
2360.68,1594.86,1575.64,1772.82,2344.54,3298.99,2064.33,2473.86,3479.0,2792.54,1282.5,1222.12,2236.36,2300.79,1596.17,1360.74,0.0,133.33
3044.86,1716.47,4580.32,5078.78,3701.14,4837.0,4238.37,4764.26,4131.94,3270.27,3644.24,3233.96,3348.69,3708.47,3385.04,2791.47,0.0,206.67
2674.57,1671.73,3171.83,3396.42,1014.31,1245.54,3384.75,3550.65,3730.84,2974.07,3228.27,2559.28,915.1,964.77,3277.72,2529.57,10.0,0.0
2611.61,1677.94,1435.17,1579.78,627.74,866.07,1427.93,1504.97,3631.83,2913.26,1455.85,1124.39,592.37,577.78,1447.52,1078.65,0.0,0.0
2489.33,1613.93,1123.38,1242.45,552.17,802.26,1169.89,1236.49,3556.33,2857.86,1136.29,904.25,502.92,502.92,1196.36,900.57,0.0,0.0
2841.74,1594.42,3156.32,3410.75,1052.75,1249.24,3332.18,3511.91,3961.73,3161.39,3209.21,2513.75,936.28,1001.68,3231.4,2498.22,0.0,0.0
2604.63,1899.14,4190.03,4594.17,3404.02,4341.07,3922.5,4440.16,3692.28,2911.9,3165.34,2905.66,3061.78,3355.07,3124.84,2587.33,6.67,130.0
2138.69,1861.23,1065.88,1207.59,692.66,936.67,1044.2,1137.9,3235.39,2603.59,953.82,814.43,651.5,632.89,996.56,769.69,0.0,0.0
2449.6,1604.06,3578.2,3998.63,3513.39,4639.38,3225.7,3781.66,3429.21,2728.14,2278.91,2357.95,3193.61,3444.79,2224.68,1972.41,0.0,183.33
2283.09,1811.3,3316.57,3677.95,3167.88,4063.36,3003.17,3512.5,3409.58,2706.82,2197.74,2232.71,2851.41,3087.93,2157.43,1878.43,0.0,0.0
2551.33,1743.57,1189.83,1316.58,546.01,783.87,1216.8,1312.83,3539.3,2829.94,1193.91,947.19,506.34,521.45,1258.52,942.51,0.0,0.0
3346.66,1713.79,4526.88,4846.32,1283.33,1467.18,4657.54,4927.11,4375.63,3438.32,4569.94,3618.53,1150.64,1229.1,4491.93,3508.05,18.33,0.0
2327.2,1863.98,2023.95,2200.4,695.82,909.48,1974.27,2037.85,3494.4,2802.93,2112.61,1647.84,640.99,666.85,1944.48,1469.75,0.0,0.0
2813.88,1701.3,3413.09,3674.3,1028.14,1217.0,3460.99,3653.64,3927.55,3128.21,3435.09,2709.71,928.5,998.34,3355.94,2581.14,10.0,0.0
3052.62,1716.47,4086.25,4464.98,3186.25,4200.2,4406.98,4907.19,4087.87,3243.95,3617.93,3107.76,2953.55,3210.06,3771.15,3049.85,0.0,206.67
2610.06,1715.35,2388.6,2588.36,833.88,1061.3,2604.11,2743.45,3526.19,2822.97,2443.54,1958.19,751.22,775.36,2550.3,1974.27,0.0,0.0
2452.12,1924.54,1720.05,1875.22,650.03,837.32,1657.56,1736.61,3399.63,2745.57,1816.98,1412.65,578.15,597.85,1691.28,1283.12,0.0,0.0
2432.97,1673.73,1184.94,1315.33,578.15,807.77,1241.01,1309.92,3463.06,2781.89,1191.46,944.65,531.19,539.32,1256.66,942.31,6.67,0.0
2263.47,1733.03,2347.02,2676.14,2206.22,2830.47,2208.89,2553.38,3284.61,2618.87,1621.18,1635.04,1987.59,2114.28,1643.2,1421.77,8.33,66.67
2384.35,1618.76,971.82,1073.26,527.22,794.29,1062.7,1100.27,3434.5,2746.62,982.21,795.99,487.86,477.31,1057.72,805.68,0.0,0.0
2570.84,1799.27,2628.72,2853.29,1117.95,1325.14,2688.45,2855.98,3559.32,2834.22,2507.63,2050.84,1020.43,1058.51,2563.9,1988.06,6.67,0.0
2278.42,1852.08,1108.1,1226.43,531.19,765.54,1168.07,1227.45,3231.97,2606.44,1127.61,896.13,488.4,494.13,1183.11,898.45,6.67,0.0
3204.1,1685.27,4238.04,4586.2,1216.59,1384.52,4279.41,4472.13,4213.34,3369.31,4329.03,3351.01,1068.48,1167.05,4102.09,3189.64,0.0,0.0
2221.03,1711.11,1125.19,1270.91,746.33,992.04,1090.05,1182.09,3247.09,2614.46,995.97,847.65,695.82,685.77,1014.11,797.89,0.0,0.0
2625.35,1715.58,4059.17,4439.82,3005.1,3766.22,3865.01,4300.68,3695.33,2939.37,3265.68,2897.0,2662.82,2948.09,3235.39,2624.57,8.33,0.0
2339.33,1830.4,2650.3,2973.79,2385.85,3078.18,2490.85,2845.23,3332.75,2647.7,1944.48,1865.36,2148.78,2300.55,1933.11,1619.2,0.0,83.33
2263.72,1697.06,3917.14,4391.46,3949.05,5172.62,3501.52,4100.8,3300.14,2605.92,2494.92,2573.67,3511.31,3880.04,2380.36,2131.5,0.0,276.67
2614.72,1633.28,1622.5,1779.82,654.27,883.97,1594.42,1695.28,3633.64,2919.78,1669.52,1286.23,611.95,613.05,1610.86,1202.07,0.0,0.0
2592.49,1724.3,2488.06,2736.58,988.7,1165.02,2485.01,2645.62,3639.09,2915.7,2519.36,1931.95,880.88,920.73,2426.68,1838.61,0.0,136.67
2451.87,1686.83,3009.78,3366.11,2833.15,3604.36,2763.04,3211.48,3529.76,2801.6,2048.48,2032.67,2528.04,2749.53,2036.44,1743.57,0.0,106.67
2227.11,1872.01,2581.4,2749.53,889.56,1106.49,2990.25,3176.07,3355.07,2679.28,2535.96,2120.02,807.58,841.33,2915.7,2254.91,10.0,0.0
2228.08,1814.25,2503.56,2811.48,2388.1,3060.95,2317.07,2697.1,3201.55,2563.13,1697.73,1716.47,2171.64,2288.98,1702.19,1483.68,0.0,83.33
2598.94,1677.5,1386.42,1533.91,622.96,862.99,1398.25,1473.6,3617.02,2894.83,1396.56,1091.45,590.55,576.33,1417.32,1070.87,0.0,0.0
2175.02,1880.04,2766.49,3116.15,2674.57,3550.65,2561.59,3007.58,3323.21,2636.77,1766.06,1915.06,2437.75,2593.52,1846.14,1618.76,0.0,113.33
2399.6,1654.91,871.45,979.47,597.12,846.12,887.63,968.29,3325.24,2647.96,783.87,671.48,567.96,551.08,845.16,646.34,0.0,0.0
2561.59,1746.71,4198.23,4629.96,3470.73,4452.39,3907.69,4443.56,3670.95,2899.97,3211.48,2940.73,3107.2,3423.35,3130.45,2586.3,6.67,160.0
2184.92,1879.35,2700.51,3051.24,2667.0,3534.83,2559.54,2971.06,3313.11,2658.64,1702.41,1882.57,2440.52,2596.88,1827.67,1592.23,0.0,113.33
2352.48,1723.4,2065.51,2230.03,765.16,1015.89,2401.35,2512.73,3408.7,2723.92,2060.06,1700.85,701.04,722.33,2326.71,1813.79,6.67,0.0
2585.26,1608.88,2615.76,2792.0,945.43,1205.14,3036.56,3211.48,3626.69,2878.07,2567.76,2128.39,888.6,912.38,2968.87,2301.04,10.0,0.0
2495.42,1737.73,1107.5,1235.87,540.58,782.16,1161.78,1234.23,3489.96,2785.08,1127.41,901.93,495.93,489.83,1190.65,884.93,0.0,0.0
2404.1,1737.51,2380.86,2575.22,1049.96,1251.51,2566.99,2756.95,3380.66,2699.46,2161.76,1827.89,964.58,997.74,2412.37,1886.02,8.33,0.0
3356.81,1724.97,4350.78,4668.74,1224.99,1443.26,4454.09,4697.51,4377.31,3483.44,4415.77,3482.55,1102.88,1185.96,4304.34,3353.62,16.67,0.0
2396.84,1811.75,4024.2,4495.35,4111.16,5460.88,3629.1,4246.63,3307.92,2638.85,2498.47,2647.44,3666.09,4062.39,2438.76,2185.88,0.0,293.33
2202.34,1693.28,1026.76,1160.97,634.17,867.8,1093.26,1154.08,3266.25,2633.14,954.21,800.55,585.99,573.78,1045.59,801.88,0.0,0.0
2512.22,1722.73,1173.14,1304.92,563.42,801.12,1210.25,1292.87,3400.8,2733.68,1173.55,925.97,527.22,512.45,1219.46,922.47,6.67,0.0
2419.65,1743.79,2585.78,2905.39,2239.53,2821.37,2422.41,2773.12,3448.62,2741.07,1919.45,1823.34,2032.43,2183.95,1927.78,1576.29,0.0,66.67
2390.59,1622.94,1120.97,1225.81,561.96,826.81,1219.25,1292.46,3424.81,2746.36,1115.33,916.07,544.2,518.75,1228.69,943.68,18.33,0.0
2299.07,1664.64,3404.6,3808.29,3420.41,4513.84,3125.68,3682.22,3380.96,2714.18,2120.02,2283.09,3111.12,3357.68,2118.82,1887.62,0.0,183.33
2743.72,1595.73,3236.81,3494.1,1222.94,1412.23,3374.55,3588.71,3713.37,2956.29,3161.95,2547.48,1110.31,1172.53,3259.38,2521.65,10.0,0.0
2583.72,1777.79,3940.51,4370.25,3256.81,4136.81,3758.51,4239.36,3639.09,2882.12,3051.24,2807.47,2903.77,3208.07,3028.27,2488.06,6.67,153.33
2325.72,1681.94,2972.15,3339.12,2800.27,3594.42,2701.56,3192.48,3443.61,2727.08,1989.7,2008.68,2523.44,2738.7,1978.71,1715.35,0.0,106.67
2670.39,1737.29,3538.71,3877.85,2578.05,3244.23,3412.21,3800.85,3671.56,2918.96,2904.31,2558.51,2345.53,2507.38,2866.75,2324.23,6.67,73.33
3010.61,1594.42,4753.98,5231.67,3653.64,4641.47,4475.89,5021.64,4003.74,3158.57,3774.55,3344.63,3304.46,3594.12,3697.47,3020.54,10.0,166.67
2378.36,1788.63,972.02,1089.05,627.92,885.32,1003.46,1087.45,3318.3,2670.13,883.0,736.57,593.65,594.02,947.58,741.45,0.0,0.0
2646.4,1685.72,3955.71,4339.06,3080.13,3958.88,3699.91,4199.21,3688.92,2926.3,3055.67,2770.73,2802.4,3020.54,3009.51,2450.61,6.67,123.33
2565.45,1834.05,4055.32,4521.05,3567.41,4577.2,3697.16,4216.63,3674.0,2910.82,3012.26,2778.7,3213.47,3514.88,2818.69,2376.62,0.0,180.0
2148.53,1906.98,3361.46,3782.89,3446.85,4600.41,3159.7,3685.88,3167.88,2532.38,2133.42,2285.3,3114.47,3395.84,2176.22,1951.68,0.0,233.33
2435.48,1685.27,1014.5,1143.96,549.09,814.05,1088.05,1158.33,3415.43,2726.82,1016.08,827.58,520.37,503.1,1101.88,829.49,0.0,0.0
2263.96,1804.49,1975.91,2200.89,1273.39,1559.95,1683.94,1864.44,3355.36,2669.61,1553.0,1366.41,1153.27,1187.59,1429.21,1141.74,0.0,0.0
2611.1,1615.46,5119.97,5551.28,3274.57,4181.84,5075.45,5578.09,3760.36,2945.91,4290.03,3740.05,2996.57,3264.25,4432.7,3570.7,18.33,123.33
2280.39,1743.79,2362.17,2671.96,2227.35,2817.36,2219.81,2560.82,3301.0,2642.76,1642.98,1663.31,1993.91,2128.39,1657.34,1432.61,0.0,66.67
2650.3,1650.93,4055.64,4447.63,2961.75,3745.89,3871.27,4313.67,3682.83,2916.79,3313.97,2909.73,2680.59,2921.41,3240.52,2636.0,8.33,100.0
3020.54,1610.42,4213.67,4583.09,2858.13,3567.11,4065.61,4499.46,4000.87,3165.9,3550.05,3056.51,2579.34,2772.06,3522.61,2831.81,10.0,86.67
2203.07,1839.29,2263.23,2566.73,1623.16,2005.86,1888.08,2079.98,3148.43,2500.0,1718.48,1586.55,1410.11,1479.61,1511.65,1266.78,0.0,0.0
2385.85,1657.78,1162.18,1278.98,791.44,1040.63,1090.85,1191.05,3299.85,2655.52,990.27,859.15,749.15,725.13,986.34,788.22,0.0,93.33
2353.97,1636.14,1775.75,2005.16,2721.02,3725.01,2193.14,2687.14,3361.75,2693.95,1228.07,1281.47,2601.78,2742.13,1516.19,1389.8,0.0,216.67
2565.19,1596.61,2387.85,2575.48,868.76,1119.76,2591.97,2750.06,3598.94,2883.47,2436.74,1960.06,787.46,806.44,2583.72,1967.04,0.0,0.0
2322.26,1689.94,3331.6,3669.13,2905.12,3702.97,3179.18,3679.48,3420.12,2716.55,2275.23,2301.78,2621.46,2850.06,2436.49,2070.96,11.67,106.67
2681.38,1760.88,2802.4,3057.89,905.8,1102.88,2829.13,2950.0,3712.14,2973.79,2914.07,2262.49,811.38,837.32,2727.08,2107.12,0.0,0.0
2424.17,1746.04,3459.22,3783.2,2427.94,2988.06,3411.92,3782.58,3455.09,2747.15,2781.89,2500.0,2154.54,2350.99,2908.65,2336.11,8.33,66.67
2483.49,1726.98,2450.35,2617.05,877.61,1137.29,2887.53,3044.59,3488.77,2801.33,2409.11,2009.15,796.18,828.15,2829.94,2180.08,10.0,0.0
3042.09,1719.38,3402.56,3669.43,1183.11,1545.18,3609.48,3863.13,4049.85,3213.47,3417.78,2724.98,1200.23,1204.73,3492.92,2726.82,11.67,206.67
2598.94,1714.91,2370.14,2570.33,835.21,1070.67,2590.42,2732.36,3501.52,2810.41,2434.73,1938.21,778.19,799.98,2515.02,1940.53,0.0,0.0
2176.95,1890.62,2858.13,3209.78,2728.93,3599.84,2611.36,3033.24,3303.31,2633.66,1896.37,1966.34,2476.14,2633.4,1886.02,1646.73,0.0,0.0
2829.67,1626.23,3814.19,4195.61,2671.96,3324.66,3668.22,4089.8,3754.2,2984.49,3176.07,2755.62,2427.44,2590.68,3152.37,2524.46,8.33,73.33
2902.95,1686.61,3484.33,3755.12,1037.85,1225.2,3311.96,3463.94,4013.0,3201.55,3585.11,2739.49,922.08,967.71,3192.48,2467.28,0.0,0.0
2933.92,1608.44,4280.4,4662.43,2909.46,3653.64,4105.65,4564.42,3937.03,3127.08,3617.62,3083.75,2637.55,2871.33,3533.93,2847.37,10.0,90.0
2732.89,1609.32,4018.12,4380.0,2710.76,3348.11,3912.73,4329.69,3697.16,2933.38,3350.43,2894.02,2428.19,2626.65,3378.63,2718.65,10.0,73.33
2407.61,1826.3,3460.4,3823.21,2577.28,3233.11,3404.02,3784.75,3387.95,2701.3,2862.98,2532.38,2314.11,2463.74,2839.86,2304.0,0.0,83.33
2679.81,1704.86,3531.85,3875.34,1864.9,2213.01,3289.21,3559.62,3745.89,2940.73,3062.61,2575.99,1653.14,1789.54,2962.85,2346.77,8.33,0.0
2636.26,1744.02,4376.3,4824.47,3504.78,4467.7,4141.04,4661.73,3718.57,2928.48,3404.02,3084.87,3124.56,3486.7,3352.75,2754.03,8.33,170.0
2849.79,1687.5,4584.12,4997.44,3115.31,3875.65,4385.73,4862.48,3984.61,3144.78,3836.9,3287.2,2791.74,3090.17,3789.7,3038.22,11.67,106.67
2833.15,1715.35,3177.76,3417.19,1016.87,1238.96,3348.11,3543.78,3695.33,2942.37,3209.21,2556.2,904.25,942.12,3254.52,2520.12,10.0,0.0
2095.2,1829.26,3390.0,3780.11,3362.62,4385.05,3055.12,3580.6,3261.1,2600.75,2184.43,2253.45,3008.13,3284.61,2120.26,1883.49,0.0,176.67
2745.83,1610.42,3845.01,4114.08,1140.73,1383.89,4087.22,4308.34,3836.9,3067.61,3959.19,3113.07,1019.24,1093.86,3971.26,3090.72,15.0,0.0
3138.31,1737.73,2910.82,3207.51,883.0,1074.06,2727.61,2858.67,4136.49,3303.6,3066.78,2325.22,776.68,825.67,2706.29,2056.51,0.0,0.0
2308.19,1728.1,3166.47,3519.64,3000.42,3906.43,2897.81,3356.81,3380.66,2677.97,2097.11,2143.01,2690.54,2947.82,2065.75,1816.98,0.0,136.67
2288.49,1693.06,1028.14,1147.6,680.76,941.34,1033.89,1106.69,3252.23,2622.5,913.55,770.07,649.29,620.75,953.04,738.44,0.0,0.0
2088.54,1907.9,1716.92,1905.82,1107.9,1387.48,1495.72,1659.11,3067.61,2479.94,1425.38,1236.49,992.24,1022.41,1328.48,1052.55,0.0,0.0
2410.62,1860.32,2816.55,3043.48,853.97,1067.48,2841.47,2953.55,3589.31,2872.95,2926.57,2299.81,777.43,821.47,2763.84,2130.78,0.0,0.0
2731.57,1614.37,2894.83,3260.24,2479.94,3147.87,2696.05,3075.12,3715.82,2965.58,2263.23,2039.74,2228.81,2382.1,2148.05,1772.14,0.0,73.33
2388.1,1643.2,941.34,1050.96,518.93,780.46,1037.85,1088.45,3408.11,2741.87,950.51,787.46,491.44,473.02,1034.88,787.46,0.0,0.0
2651.87,1614.37,2694.21,3020.81,2424.67,3100.49,2498.22,2898.35,3614.61,2897.54,1904.21,1843.86,2209.61,2339.08,1889.47,1608.66,0.0,73.33
2331.16,1700.85,1388.74,1544.32,586.17,823.19,1427.08,1508.85,3396.71,2734.73,1434.74,1120.36,548.91,539.68,1451.79,1084.05,0.0,0.0
2655.26,1806.3,4078.83,4459.19,2705.24,3315.42,3988.12,4411.71,3610.69,2895.91,3516.66,3008.41,2435.23,2636.52,3472.5,2759.86,10.0,83.33
2329.43,1656.9,1385.79,1538.03,930.05,1188.4,1239.37,1364.94,3291.8,2634.44,1155.09,982.61,853.78,872.41,1106.09,878.38,0.0,0.0
2883.74,1703.3,4338.06,4717.93,2994.65,3716.12,4154.07,4597.99,3853.75,3049.02,3608.58,3130.73,2691.59,2933.92,3562.32,2867.82,10.0,100.0
2408.61,1646.73,2910.0,3263.68,2760.65,3527.08,2662.04,3100.77,3433.03,2737.11,1961.92,1976.61,2480.45,2654.47,1926.85,1676.83,0.0,100.0
2447.58,1604.71,1196.56,1324.72,582.89,830.63,1262.44,1326.39,3463.65,2772.06,1207.59,965.55,540.22,532.63,1279.6,973.0,0.0,0.0
2916.52,1745.14,3457.45,3714.29,1056.72,1248.21,3609.48,3816.37,3915.88,3124.56,3477.23,2762.78,943.87,999.91,3502.41,2708.66,11.67,0.0
2089.49,1886.7,1742.45,1947.26,1154.08,1430.48,1495.5,1653.8,3067.89,2434.48,1414.56,1245.54,1018.06,1050.36,1303.05,1034.88,0.0,0.0
2260.05,1701.3,3934.18,4409.34,3974.12,5243.77,3539.3,4132.59,3280.3,2606.44,2490.09,2581.66,3562.02,3939.56,2395.59,2135.58,0.0,276.67
2236.12,1707.09,1229.92,1365.36,751.41,1015.89,1193.09,1298.89,3294.39,2640.15,1074.46,909.28,707.94,701.22,1094.46,859.54,0.0,0.0
2390.34,1610.2,908.12,1018.45,526.14,802.83,1027.15,1064.89,3379.21,2713.13,909.09,762.33,487.33,468.03,1012.53,781.22,0.0,0.0
2359.93,1596.39,2685.57,3044.86,2882.12,3853.44,2785.88,3254.23,3500.03,2784.29,1725.64,1896.83,2656.04,2809.61,1968.68,1716.25,0.0,133.33
2197.01,1820.61,2518.85,2848.45,2394.34,3056.78,2355.46,2723.92,3235.96,2603.85,1748.73,1762.23,2155.99,2260.78,1755.25,1511.44,0.0,83.33
2370.14,1674.39,3900.14,4308.67,3825.07,5086.56,3458.34,4064.0,3408.11,2714.71,2467.28,2543.13,3448.03,3800.23,2388.85,2118.34,0.0,233.33
2323.49,1649.16,2193.62,2451.61,1488.41,1856.2,1806.76,2020.66,3341.44,2650.04,1680.16,1505.19,1325.35,1397.41,1468.89,1200.44,0.0,0.0
3231.4,1603.18,4201.18,4495.01,1224.79,1405.23,4303.34,4568.56,4250.59,3363.2,4246.63,3315.42,1100.47,1162.59,4150.81,3223.99,13.33,0.0
2161.76,1896.14,2009.62,2310.41,2845.76,3865.32,2459.95,2975.44,3104.68,2498.98,1344.58,1482.4,2638.07,2790.14,1687.05,1546.92,0.0,233.33
2497.71,1750.53,3622.46,3976.98,2437.0,3005.65,3543.18,3915.25,3531.85,2781.36,3016.4,2643.54,2181.29,2370.64,3049.57,2452.37,8.33,66.67
2616.79,1690.39,3897.31,4285.38,3027.71,3887.26,3691.67,4162.56,3710.92,2925.48,3049.85,2762.25,2716.02,2967.22,3019.98,2479.94,6.67,113.33
2224.19,1832.22,3213.76,3573.7,2877.53,3665.18,2822.71,3247.38,3185.4,2534.94,2116.67,2162.72,2491.61,2701.04,2019.95,1768.09,0.0,0.0
2840.39,1649.6,3824.45,4170.4,2670.39,3323.5,3692.28,4091.1,3729.61,2988.88,3196.16,2759.33,2405.86,2602.04,3143.09,2519.1,8.33,73.33
2332.15,1713.34,4255.55,4768.52,4279.41,5655.1,3787.84,4436.09,3360.3,2654.21,2724.45,2795.2,3803.64,4247.95,2569.82,2305.23,0.0,0.0
2471.33,1650.49,2955.74,3299.56,2742.39,3532.74,2707.87,3112.79,3500.03,2775.51,2007.5,1993.91,2510.18,2687.66,1994.38,1705.31,0.0,100.0
2660.47,1653.8,3775.17,4158.31,2909.73,3691.36,3601.04,4042.14,3707.55,2921.14,2965.86,2684.78,2657.86,2871.87,2969.41,2410.37,6.67,100.0
2310.9,1636.58,1209.84,1377.57,1522.66,2259.8,1321.8,1562.56,3327.84,2686.61,1002.67,908.12,1606.91,1473.6,1101.67,934.33,0.0,103.33
2582.43,1667.96,2628.46,2844.96,1132.25,1347.52,2699.2,2876.99,3616.72,2874.03,2508.65,2038.09,1041.42,1090.85,2604.63,2003.52,6.67,0.0
2194.59,1912.29,1156.91,1277.33,525.41,758.0,1224.79,1294.33,3128.21,2543.38,1188.2,953.82,497.0,503.1,1251.3,940.95,0.0,0.0
2340.08,1671.95,3902.34,4372.6,3838.15,5096.94,3494.99,4122.84,3360.01,2663.6,2521.65,2582.43,3469.25,3819.78,2406.36,2145.41,0.0,0.0
2534.94,1624.47,2968.59,3129.33,1037.46,1292.25,3673.08,3895.74,3534.23,2811.48,2872.14,2457.93,956.36,974.76,3582.4,2785.08,16.67,0.0
2287.51,1724.97,3817.92,4284.72,3784.44,5004.76,3415.14,4007.25,3317.44,2639.37,2461.21,2548.25,3395.54,3752.97,2371.88,2100.2,0.0,233.33
2593.52,1728.55,2911.09,3155.47,1160.15,1356.33,3006.48,3205.24,3658.49,2901.06,2797.87,2273.27,1062.89,1124.39,2886.45,2215.68,8.33,0.0
2282.84,1718.48,3814.19,4276.42,3786.29,5006.59,3433.62,4032.2,3319.17,2640.41,2470.06,2533.4,3394.67,3726.23,2376.62,2102.35,0.0,233.33
2656.82,1947.26,4320.68,4632.75,1316.38,1441.98,4453.07,4709.12,3630.31,2910.82,4371.59,3530.95,1174.16,1318.88,4309.0,3377.17,0.0,0.0
2689.76,1712.0,3782.89,4119.92,2174.29,2614.2,3462.17,3769.92,3734.83,2947.55,3183.42,2713.92,1901.21,2060.06,3035.45,2413.63,8.33,0.0
2480.2,1707.76,2074.52,2319.29,1344.37,1654.68,1758.18,1945.87,3501.52,2765.43,1635.7,1430.91,1195.13,1251.3,1521.15,1212.09,0.0,0.0
2923.04,1728.77,4260.85,4561.31,1284.58,1466.11,4369.58,4644.61,3951.9,3139.15,4286.05,3367.56,1178.23,1235.67,4194.62,3263.96,16.67,0.0
2587.58,1839.52,4269.46,4720.05,3607.67,4603.88,4015.88,4561.66,3691.36,2959.02,3222.29,2965.86,3234.25,3556.33,3169.01,2614.2,6.67,180.0
2379.61,1676.61,2345.03,2640.15,2287.75,2992.18,2214.47,2588.62,3390.87,2707.87,1487.55,1621.62,2089.01,2219.81,1596.39,1390.22,0.0,70.0
2580.63,1736.39,1729.0,1891.31,686.15,906.38,1672.4,1751.2,3672.78,2954.92,1778.01,1361.58,621.12,642.28,1669.52,1257.7,0.0,0.0
2895.91,1608.88,3174.65,3420.71,1167.66,1382.41,3320.33,3506.56,3907.69,3106.92,3177.2,2537.24,1080.85,1126.61,3217.45,2494.66,10.0,0.0
2582.43,1768.54,4066.9,4519.33,3432.15,4352.79,3874.71,4401.58,3604.06,2850.06,3111.4,2871.87,3050.96,3392.62,3096.86,2530.85,6.67,170.0
2532.64,1609.76,4866.79,5281.3,3236.24,4156.68,4923.85,5421.69,3639.09,2896.45,3970.94,3536.92,2943.18,3219.73,4297.35,3429.8,18.33,123.33
2223.95,1703.75,938.03,1060.51,592.01,834.26,992.04,1062.89,3254.23,2646.4,888.4,738.82,553.98,539.68,953.63,727.94,16.67,0.0
2474.87,1613.27,2479.94,2631.32,959.49,1230.74,3259.67,3486.7,3473.98,2786.68,2346.27,2084.5,884.16,916.46,3211.48,2507.38,16.67,0.0
2718.13,1610.64,2912.45,3245.38,2489.33,3154.06,2684.26,3071.23,3695.94,2940.46,2231.98,2028.66,2236.61,2404.35,2126.71,1752.33,0.0,73.33
2575.22,1776.21,2846.84,3099.93,1333.7,1585.02,2796.53,2996.57,3555.43,2815.75,2597.65,2141.09,1213.93,1282.3,2633.14,2042.57,6.67,0.0
