PS1,PS2,PS3,PS4,PS5,PS6,EPS1,FS1,FS2,TS1,TS2,TS3,TS4,VS1,CE,CP,SE,Hydraulic_accumulator
160.5,109.11,1.93,10.17,9.93,9.82,2576.7,6.43,10.2,35.7,41.24,38.6,30.65,0.53,47.9,2.19,55.66,130.0
160.49,109.09,1.92,10.16,9.93,9.81,2575.1,6.43,10.19,35.7,41.24,38.61,30.65,0.54,47.9,2.19,55.69,130.0
160.48,109.07,1.92,10.16,9.93,9.81,2573.86,6.42,10.2,35.71,41.24,38.6,30.69,0.54,47.56,2.17,55.69,130.0
160.49,109.1,1.92,10.17,9.94,9.82,2576.84,6.43,10.2,35.71,41.25,38.61,30.66,0.54,47.76,2.19,55.65,130.0
160.51,109.11,1.92,10.18,9.94,9.82,2580.28,6.43,10.21,35.71,41.25,38.62,30.7,0.53,47.59,2.18,55.63,130.0
160.45,109.25,1.93,10.18,9.95,9.83,2581.37,6.44,10.21,35.72,41.26,38.62,30.73,0.54,47.25,2.17,55.71,130.0
160.43,109.24,1.93,10.17,9.94,9.82,2580.62,6.43,10.21,35.72,41.27,38.61,30.65,0.53,47.89,2.19,55.74,130.0
160.43,109.25,1.93,10.17,9.94,9.82,2580.14,6.43,10.21,35.74,41.27,38.61,30.66,0.53,47.9,2.19,55.74,130.0
160.44,109.26,1.93,10.17,9.94,9.82,2576.88,6.43,10.21,35.74,41.29,38.62,30.71,0.53,47.56,2.18,55.79,130.0
160.43,109.22,1.91,10.16,9.93,9.81,2572.74,6.42,10.2,35.74,41.31,38.62,30.76,0.54,47.24,2.16,55.73,130.0
160.45,109.25,1.93,10.16,9.93,9.81,2575.15,6.43,10.2,35.74,41.32,38.62,30.79,0.53,47.13,2.15,55.82,130.0
160.45,109.25,1.92,10.16,9.93,9.81,2575.35,6.43,10.21,35.75,41.31,38.63,30.68,0.54,47.8,2.19,55.81,130.0
160.46,109.25,1.92,10.16,9.93,9.81,2575.09,6.44,10.21,35.75,41.32,38.63,30.68,0.54,47.8,2.19,55.87,130.0
160.44,109.27,1.92,10.16,9.93,9.81,2574.9,6.43,10.21,35.76,41.33,38.63,30.76,0.54,47.31,2.16,55.76,130.0
160.43,109.25,1.92,10.16,9.93,9.81,2574.8,6.43,10.21,35.78,41.34,38.65,30.76,0.54,47.36,2.17,55.79,130.0
160.67,109.42,1.95,10.16,9.93,9.81,2564.4,6.53,10.21,35.79,41.38,38.66,30.82,0.54,47.07,2.16,56.99,130.0
160.92,108.83,1.95,10.16,9.93,9.81,2569.77,6.48,10.21,35.8,41.39,38.67,30.82,0.54,47.09,2.16,55.71,130.0
160.92,108.85,1.93,10.16,9.92,9.81,2567.65,6.48,10.21,35.81,41.39,38.67,30.79,0.53,47.41,2.17,55.8,130.0
160.92,108.85,1.92,10.16,9.92,9.81,2569.27,6.49,10.2,35.83,41.4,38.71,30.81,0.53,47.52,2.17,55.86,130.0
160.9,108.83,1.93,10.16,9.93,9.81,2571.17,6.49,10.21,35.85,41.41,38.72,30.87,0.53,47.23,2.16,55.8,130.0
160.91,108.83,1.94,10.16,9.92,9.8,2570.47,6.48,10.21,35.86,41.42,38.73,30.87,0.54,47.27,2.16,55.76,130.0
160.89,108.82,1.93,10.14,9.91,9.79,2567.73,6.49,10.2,35.87,41.46,38.74,30.9,0.54,47.14,2.16,55.95,130.0
160.91,108.86,1.94,10.14,9.9,9.78,2564.99,6.48,10.19,35.88,41.47,38.75,30.87,0.54,47.34,2.16,55.85,130.0
160.89,108.81,1.94,10.14,9.9,9.78,2566.17,6.49,10.2,35.89,41.47,38.75,30.88,0.53,47.25,2.16,56.05,130.0
160.91,108.85,1.94,10.15,9.91,9.79,2568.56,6.48,10.19,35.89,41.48,38.75,30.85,0.64,47.44,2.17,55.82,130.0
160.93,108.85,1.95,10.15,9.92,9.8,2569.22,6.49,10.2,35.86,41.5,38.74,30.84,0.53,47.45,2.17,55.95,130.0
160.8,109.06,1.94,10.15,9.92,9.8,2568.77,6.51,10.21,35.87,41.5,38.74,30.9,0.53,47.14,2.16,56.46,130.0
160.8,109.06,1.93,10.12,9.89,9.77,2555.2,6.51,10.18,35.87,41.5,38.75,30.89,0.54,47.18,2.15,56.79,130.0
160.79,109.05,1.94,10.12,9.88,9.76,2553.89,6.5,10.18,35.88,41.51,38.74,30.89,0.54,47.21,2.16,56.68,130.0
160.79,109.07,1.94,10.12,9.88,9.76,2554.6,6.51,10.18,35.89,41.5,38.76,30.89,0.53,47.36,2.16,56.72,130.0
160.78,109.08,1.94,10.11,9.88,9.76,2554.01,6.51,10.18,35.9,41.5,38.78,30.9,0.54,47.33,2.16,56.77,130.0
160.77,109.05,1.94,10.11,9.88,9.76,2553.74,6.5,10.18,35.9,41.5,38.8,30.89,0.54,47.35,2.17,56.69,130.0
160.78,109.06,1.95,10.11,9.88,9.76,2552.63,6.51,10.18,35.91,41.51,38.8,30.9,0.55,47.33,2.17,56.84,130.0
160.77,109.06,1.95,10.11,9.88,9.76,2552.13,6.51,10.18,35.91,41.51,38.8,30.9,0.54,47.3,2.17,56.83,130.0
160.78,109.07,1.94,10.12,9.88,9.76,2553.73,6.51,10.18,35.92,41.51,38.8,30.9,0.55,47.58,2.17,56.79,130.0
160.79,109.06,1.95,10.12,9.88,9.76,2553.87,6.51,10.18,35.94,41.52,38.81,30.89,0.54,47.54,2.17,56.77,130.0
160.72,109.28,1.95,10.11,9.88,9.76,2551.25,6.53,10.18,35.94,41.52,38.81,30.89,0.54,47.37,2.17,57.23,130.0
160.7,109.28,1.95,10.11,9.88,9.76,2552.06,6.53,10.18,35.95,41.53,38.8,30.9,0.55,47.35,2.17,57.18,130.0
160.66,109.25,1.96,10.11,9.88,9.76,2550.61,6.53,10.17,35.94,41.53,38.81,30.89,0.55,47.47,2.17,57.22,130.0
160.69,109.26,1.96,10.11,9.87,9.76,2550.9,6.52,10.17,35.94,41.53,38.81,30.93,0.54,47.17,2.16,57.15,130.0
160.69,109.28,1.96,10.11,9.88,9.76,2550.55,6.52,10.18,35.94,41.55,38.8,30.9,0.54,47.38,2.17,57.18,130.0
160.68,109.24,1.95,10.11,9.88,9.76,2550.52,6.52,10.18,35.96,41.54,38.8,30.9,0.54,47.63,2.17,57.15,130.0
160.68,109.24,1.96,10.11,9.88,9.76,2550.78,6.52,10.18,35.96,41.54,38.81,30.94,0.55,47.4,2.16,57.14,130.0
160.68,109.24,1.97,10.11,9.88,9.76,2550.21,6.52,10.18,35.97,41.54,38.82,30.9,0.54,47.61,2.17,57.22,130.0
160.69,109.26,1.95,10.11,9.88,9.76,2551.26,6.52,10.18,35.96,41.54,38.82,30.89,0.55,47.72,2.18,57.14,130.0
160.7,109.26,1.95,10.11,9.88,9.76,2551.43,6.52,10.18,35.97,41.56,38.81,30.93,0.55,47.46,2.16,57.14,130.0
160.63,109.38,1.97,10.11,9.88,9.76,2550.93,6.53,10.18,35.96,41.55,38.82,30.91,0.55,47.6,2.17,57.31,130.0
160.65,109.42,1.96,10.11,9.88,9.76,2551.79,6.53,10.18,35.97,41.56,38.84,30.98,0.55,47.25,2.16,57.37,130.0
160.66,109.42,1.95,10.12,9.88,9.77,2554.03,6.54,10.18,35.98,41.56,38.83,30.96,0.55,47.32,2.16,57.32,130.0
160.65,109.42,1.95,10.12,9.88,9.77,2551.46,6.52,10.18,35.97,41.57,38.83,31.0,0.55,47.08,2.15,57.19,130.0
160.62,109.39,1.95,10.11,9.88,9.76,2547.9,6.51,10.18,35.99,41.57,38.84,30.97,0.55,47.28,2.16,57.12,130.0
160.62,109.41,1.96,10.11,9.88,9.76,2550.03,6.52,10.18,35.98,41.57,38.83,30.96,0.55,47.5,2.16,57.22,130.0
160.62,109.38,1.95,10.11,9.87,9.76,2549.84,6.53,10.18,35.99,41.59,38.84,30.97,0.56,47.26,2.16,57.36,130.0
160.61,109.38,1.95,10.11,9.87,9.75,2549.52,6.52,10.18,35.98,41.58,38.84,30.96,0.55,47.38,2.16,57.16,130.0
160.62,109.38,1.95,10.1,9.87,9.76,2548.89,6.53,10.18,36.01,41.59,38.84,30.98,0.55,47.43,2.16,57.39,130.0
160.65,109.41,1.95,10.11,9.88,9.76,2550.28,6.52,10.18,36.01,41.58,38.85,30.97,0.55,47.61,2.16,57.08,130.0
161.03,109.66,2.0,10.11,9.87,9.76,2540.36,6.71,10.18,36.03,41.6,38.85,30.94,0.55,47.75,2.17,59.22,130.0
161.27,109.05,1.98,10.1,9.86,9.75,2541.65,6.67,10.17,36.03,41.6,38.9,30.98,0.54,47.7,2.17,58.16,130.0
161.28,109.05,1.98,10.1,9.86,9.75,2539.28,6.66,10.17,36.05,41.63,38.91,30.99,0.56,47.68,2.17,58.15,130.0
161.27,109.07,1.99,10.09,9.86,9.74,2538.19,6.66,10.17,36.08,41.63,38.92,31.03,0.55,47.46,2.16,58.1,130.0
161.27,109.04,2.0,10.08,9.85,9.74,2537.93,6.66,10.16,36.09,41.65,38.94,31.03,0.55,47.54,2.17,58.18,130.0
161.26,109.04,2.01,10.08,9.85,9.73,2537.69,6.67,10.16,36.11,41.68,38.95,31.06,0.55,47.41,2.16,58.35,130.0
161.26,109.03,2.0,10.08,9.85,9.73,2536.9,6.66,10.17,36.12,41.69,38.97,31.08,0.55,47.34,2.16,58.14,130.0
161.27,109.04,2.0,10.08,9.85,9.74,2536.99,6.67,10.17,36.12,41.73,38.98,31.08,0.56,47.33,2.16,58.24,130.0
161.27,109.07,2.0,10.08,9.85,9.74,2538.9,6.66,10.17,36.12,41.75,39.01,31.1,0.54,47.51,2.17,58.14,130.0
161.26,109.08,1.99,10.08,9.85,9.74,2538.78,6.67,10.17,36.14,41.76,39.02,31.1,0.55,47.61,2.17,58.2,130.0
161.27,109.07,2.0,10.09,9.85,9.74,2539.63,6.66,10.17,36.15,41.76,39.02,31.14,0.56,47.41,2.16,58.12,130.0
161.17,109.32,2.0,10.08,9.85,9.73,2537.54,6.7,10.17,36.17,41.77,39.03,31.13,0.55,47.5,2.16,58.87,130.0
161.15,109.3,2.0,10.07,9.84,9.73,2536.7,6.69,10.16,36.16,41.78,39.05,31.15,0.55,47.43,2.16,58.89,130.0
161.16,109.3,2.0,10.08,9.84,9.73,2536.43,6.7,10.16,36.17,41.78,39.06,31.12,0.55,47.64,2.17,58.95,130.0
161.18,109.3,2.0,10.08,9.84,9.73,2535.33,6.7,10.17,36.18,41.78,39.06,31.15,0.56,47.48,2.17,58.98,130.0
161.16,109.3,1.98,10.08,9.84,9.73,2534.45,6.69,10.16,36.18,41.78,39.05,31.15,0.56,47.43,2.16,58.98,130.0
161.18,109.32,1.98,10.07,9.84,9.73,2535.41,6.69,10.16,36.19,41.8,39.05,31.16,0.55,47.27,2.16,58.95,130.0
161.18,109.31,1.99,10.08,9.84,9.73,2537.55,6.69,10.17,36.19,41.81,39.07,31.15,0.55,47.2,2.17,58.96,130.0
161.17,109.3,1.99,10.08,9.85,9.73,2540.12,6.69,10.17,36.19,41.82,39.07,31.19,0.55,47.24,2.16,58.8,130.0
161.17,109.3,2.0,10.08,9.85,9.73,2542.29,6.69,10.17,36.21,41.83,39.08,31.2,0.55,47.24,2.16,58.77,130.0
161.14,109.28,2.0,10.08,9.85,9.73,2544.11,6.69,10.17,36.2,41.84,39.08,31.15,0.55,47.53,2.17,58.76,130.0
161.06,109.49,2.02,10.08,9.85,9.73,2542.3,6.71,10.17,36.23,41.83,39.08,31.15,0.54,47.54,2.17,59.12,130.0
161.08,109.51,2.01,10.08,9.85,9.73,2542.72,6.71,10.17,36.23,41.83,39.08,31.15,0.55,47.54,2.17,59.16,130.0
161.07,109.48,2.01,10.07,9.84,9.73,2540.28,6.71,10.17,36.24,41.85,39.09,31.15,0.55,47.56,2.17,59.17,130.0
161.06,109.46,2.01,10.07,9.84,9.72,2537.94,6.71,10.16,36.24,41.85,39.1,31.15,0.55,47.64,2.18,59.17,130.0
161.06,109.48,2.0,10.06,9.84,9.72,2538.44,6.71,10.17,36.23,41.85,39.12,31.15,0.55,47.68,2.18,59.26,130.0
161.04,109.47,2.0,10.06,9.84,9.72,2538.86,6.71,10.17,36.23,41.84,39.12,31.16,0.56,47.57,2.18,59.19,130.0
161.06,109.5,2.0,10.06,9.83,9.72,2537.15,6.71,10.16,36.24,41.86,39.12,31.15,0.55,47.69,2.18,59.22,130.0
161.06,109.51,2.0,10.06,9.83,9.72,2538.27,6.71,10.16,36.23,41.85,39.13,31.18,0.54,47.5,2.18,59.24,130.0
161.05,109.49,2.01,10.06,9.83,9.72,2537.71,6.7,10.16,36.21,41.86,39.14,31.21,0.55,47.63,2.17,59.22,130.0
161.06,109.48,2.0,10.06,9.84,9.72,2538.38,6.71,10.16,36.24,41.85,39.12,31.18,0.55,47.78,2.18,59.2,130.0
161.01,109.64,2.0,10.06,9.84,9.72,2539.07,6.7,10.17,36.26,41.86,39.14,31.18,0.55,47.82,2.18,59.16,130.0
161.01,109.63,2.0,10.06,9.83,9.72,2536.77,6.72,10.16,36.26,41.86,39.13,31.21,0.56,47.57,2.17,59.45,130.0
161.0,109.62,2.0,10.06,9.83,9.72,2533.85,6.71,10.16,36.26,41.88,39.14,31.2,0.55,47.73,2.17,59.48,130.0
161.0,109.63,2.0,10.06,9.83,9.71,2532.31,6.71,10.16,36.26,41.89,39.14,31.23,0.55,47.56,2.17,59.5,130.0
161.0,109.62,1.99,10.05,9.83,9.71,2531.44,6.72,10.16,36.27,41.89,39.16,31.23,0.56,47.85,2.17,59.56,130.0
160.98,109.6,2.0,10.05,9.82,9.71,2531.4,6.69,10.16,36.29,41.89,39.17,31.25,0.55,47.77,2.17,59.22,130.0
161.0,109.61,2.0,10.05,9.82,9.71,2530.35,6.7,10.16,36.3,41.89,39.17,31.26,0.56,47.6,2.17,59.31,130.0
160.99,109.6,2.0,10.06,9.83,9.71,2531.13,6.71,10.16,36.31,41.9,39.17,31.27,0.56,47.53,2.16,59.5,130.0
161.01,109.62,2.0,10.06,9.83,9.72,2535.17,6.7,10.17,36.3,41.91,39.19,31.27,0.55,47.43,2.17,59.22,130.0
161.01,109.61,2.01,10.06,9.83,9.72,2536.42,6.71,10.17,36.31,41.92,39.18,31.28,0.55,47.34,2.16,59.35,130.0
160.86,109.51,2.0,10.07,9.84,9.72,2538.8,6.71,10.17,36.26,41.92,39.18,31.28,0.54,47.34,2.16,59.17,115.0
160.91,109.52,1.99,10.07,9.83,9.72,2537.99,6.7,10.17,36.27,41.91,39.17,31.28,0.54,47.3,2.16,59.08,115.0
160.89,109.51,1.98,10.07,9.84,9.72,2535.23,6.69,10.17,36.28,41.9,39.17,31.29,0.55,47.27,2.16,59.09,115.0
160.91,109.51,2.0,10.06,9.83,9.71,2532.99,6.69,10.16,36.28,41.9,39.17,31.29,0.55,47.27,2.16,59.12,115.0
160.9,109.5,2.0,10.06,9.83,9.72,2532.94,6.7,10.16,36.28,41.92,39.15,31.28,0.55,47.25,2.15,59.35,115.0
160.88,109.49,1.99,10.07,9.84,9.72,2535.33,6.69,10.17,36.3,41.91,39.16,31.29,0.55,47.25,2.16,59.06,115.0
160.91,109.5,2.0,10.07,9.84,9.72,2535.31,6.69,10.17,36.29,41.92,39.16,31.29,0.55,47.23,2.16,59.1,115.0
160.91,109.52,2.0,10.07,9.84,9.72,2536.99,6.7,10.17,36.29,41.93,39.19,31.28,0.54,47.38,2.17,59.09,115.0
160.91,109.54,2.0,10.07,9.84,9.72,2537.9,6.69,10.17,36.3,41.93,39.2,31.32,0.55,47.16,2.16,59.03,115.0
160.89,109.52,2.0,10.07,9.84,9.72,2536.76,6.7,10.17,36.32,41.94,39.21,31.33,0.54,47.1,2.16,59.23,115.0
160.26,109.05,1.92,10.07,9.84,9.72,2561.44,6.43,10.17,36.3,41.92,39.18,31.34,0.54,47.21,2.15,56.0,115.0
160.43,108.43,1.91,10.08,9.85,9.73,2564.14,6.39,10.17,36.26,41.89,39.12,31.32,0.55,47.21,2.14,54.9,115.0
160.45,108.46,1.91,10.08,9.85,9.73,2563.95,6.38,10.17,36.24,41.87,39.09,31.3,0.54,47.27,2.14,54.94,115.0
160.45,108.45,1.92,10.08,9.85,9.73,2564.46,6.38,10.17,36.21,41.85,39.08,31.3,0.55,46.94,2.13,54.8,115.0
160.45,108.43,1.9,10.08,9.85,9.73,2561.48,6.38,10.17,36.19,41.83,39.08,31.3,0.55,47.22,2.13,54.95,115.0
160.44,108.41,1.91,10.08,9.85,9.73,2560.5,6.38,10.17,36.19,41.82,39.08,31.29,0.55,47.21,2.13,54.91,115.0
160.45,108.42,1.9,10.08,9.85,9.73,2560.48,6.37,10.17,36.19,41.83,39.08,31.29,0.55,47.24,2.14,54.79,115.0
160.46,108.44,1.9,10.08,9.85,9.73,2560.0,6.37,10.17,36.19,41.83,39.08,31.32,0.55,46.81,2.13,54.86,115.0
160.45,108.45,1.9,10.08,9.84,9.73,2560.24,6.38,10.17,36.19,41.82,39.09,31.29,0.55,47.0,2.14,54.97,115.0
160.43,108.44,1.9,10.07,9.84,9.73,2560.04,6.38,10.17,36.19,41.83,39.09,31.33,0.55,46.75,2.12,54.94,115.0
160.45,108.44,1.9,10.07,9.84,9.72,2560.17,6.38,10.17,36.22,41.83,39.09,31.35,0.54,46.89,2.13,54.91,115.0
160.34,108.68,1.92,10.07,9.84,9.72,2558.83,6.4,10.17,36.23,41.83,39.12,31.37,0.54,46.88,2.12,55.54,115.0
160.32,108.68,1.92,10.07,9.84,9.73,2558.59,6.41,10.17,36.23,41.84,39.14,31.37,0.55,46.97,2.13,55.63,115.0
160.32,108.69,1.91,10.06,9.84,9.72,2558.33,6.41,10.17,36.26,41.84,39.14,31.39,0.54,46.9,2.12,55.56,115.0
160.32,108.7,1.92,10.06,9.84,9.72,2558.51,6.4,10.17,36.27,41.85,39.14,31.38,0.54,46.93,2.13,55.57,115.0
160.35,108.7,1.92,10.06,9.83,9.72,2558.75,6.41,10.16,36.26,41.86,39.15,31.41,0.54,46.76,2.12,55.66,115.0
160.32,108.67,1.92,10.06,9.83,9.72,2557.46,6.41,10.16,36.29,41.86,39.17,31.45,0.54,46.37,2.11,55.63,115.0
160.35,108.69,1.92,10.06,9.83,9.72,2556.11,6.41,10.16,36.3,41.88,39.19,31.42,0.55,46.6,2.13,55.71,115.0
160.34,108.68,1.93,10.06,9.83,9.71,2556.65,6.41,10.16,36.31,41.87,39.19,31.39,0.54,46.73,2.13,55.64,115.0
160.35,108.67,1.92,10.06,9.83,9.71,2556.95,6.41,10.16,36.32,41.87,39.2,31.41,0.54,46.88,2.13,55.67,115.0
160.35,108.67,1.93,10.06,9.83,9.71,2557.77,6.41,10.16,36.32,41.9,39.21,31.4,0.54,47.03,2.14,55.65,115.0
160.25,108.9,1.94,10.06,9.83,9.71,2556.15,6.42,10.16,36.33,41.9,39.22,31.44,0.55,46.73,2.13,55.99,115.0
160.24,108.87,1.92,10.06,9.83,9.72,2556.78,6.42,10.17,36.33,41.91,39.21,31.48,0.55,46.3,2.12,55.95,115.0
160.21,108.89,1.93,10.06,9.83,9.72,2555.27,6.42,10.17,36.35,41.9,39.2,31.49,0.55,46.24,2.11,55.99,115.0
160.2,108.86,1.93,10.06,9.83,9.71,2553.03,6.42,10.17,36.36,41.91,39.21,31.51,0.55,46.33,2.11,55.99,115.0
160.21,108.86,1.93,10.06,9.83,9.71,2556.96,6.42,10.16,36.36,41.92,39.23,31.46,0.55,46.67,2.13,55.9,115.0
160.22,108.87,1.93,10.06,9.83,9.72,2558.46,6.42,10.17,36.36,41.91,39.21,31.46,0.55,46.69,2.12,55.91,115.0
160.21,108.86,1.93,10.06,9.83,9.71,2557.67,6.42,10.17,36.36,41.91,39.22,31.5,0.54,46.48,2.12,55.92,115.0
160.21,108.86,1.93,10.06,9.83,9.71,2557.59,6.42,10.17,36.37,41.92,39.22,31.46,0.54,46.69,2.13,55.92,115.0
160.21,108.86,1.93,10.06,9.83,9.72,2557.0,6.42,10.17,36.35,41.92,39.23,31.46,0.55,46.67,2.13,55.95,115.0
160.23,108.88,1.93,10.06,9.83,9.72,2557.56,6.42,10.17,36.36,41.92,39.22,31.5,0.55,46.31,2.11,55.93,115.0
160.17,109.01,1.93,10.06,9.83,9.71,2556.84,6.41,10.16,36.35,41.93,39.21,31.46,0.55,46.44,2.13,55.94,115.0
160.18,109.03,1.93,10.06,9.82,9.71,2555.9,6.42,10.16,36.36,41.94,39.24,31.47,0.55,46.39,2.13,56.14,115.0
160.16,109.02,1.92,10.06,9.82,9.71,2554.86,6.41,10.16,36.36,41.95,39.22,31.46,0.54,46.43,2.13,55.97,115.0
160.18,109.02,1.93,10.06,9.83,9.71,2555.22,6.41,10.16,36.35,41.95,39.22,31.44,0.55,46.56,2.13,55.95,115.0
160.18,109.01,1.93,10.06,9.83,9.71,2556.05,6.42,10.16,36.36,41.95,39.23,31.44,0.54,46.52,2.13,56.1,115.0
160.19,109.03,1.92,10.06,9.83,9.71,2556.78,6.42,10.17,36.37,41.94,39.23,31.46,0.55,46.43,2.13,55.96,115.0
160.2,109.03,1.91,10.06,9.83,9.71,2555.57,6.42,10.16,36.35,41.94,39.23,31.45,0.55,46.5,2.13,56.02,115.0
160.2,109.04,1.92,10.06,9.83,9.72,2556.84,6.42,10.17,36.34,41.94,39.21,31.45,0.55,46.47,2.13,55.97,115.0
160.2,109.04,1.93,10.07,9.83,9.72,2559.15,6.42,10.17,36.34,41.94,39.21,31.4,0.55,46.75,2.14,55.89,115.0
160.19,109.02,1.93,10.07,9.83,9.72,2560.27,6.42,10.17,36.34,41.95,39.23,31.43,0.56,46.66,2.14,55.89,115.0
160.5,109.27,1.95,10.07,9.84,9.72,2549.1,6.51,10.17,36.35,41.95,39.22,31.39,0.55,46.83,2.15,57.03,115.0
160.72,108.68,1.93,10.07,9.84,9.72,2551.22,6.47,10.17,36.35,41.95,39.22,31.45,0.56,46.48,2.13,55.92,115.0
160.69,108.64,1.94,10.07,9.83,9.72,2550.77,6.47,10.17,36.35,41.95,39.23,31.46,0.55,46.45,2.13,56.04,115.0
160.71,108.64,1.95,10.07,9.83,9.72,2551.0,6.48,10.17,36.35,41.95,39.22,31.45,0.55,46.4,2.13,56.06,115.0
160.7,108.66,1.95,10.07,9.84,9.72,2552.19,6.47,10.17,36.35,41.96,39.22,31.46,0.55,46.34,2.13,55.97,115.0
160.69,108.63,1.94,10.07,9.83,9.72,2552.11,6.48,10.17,36.35,41.96,39.24,31.43,0.55,46.59,2.14,56.05,115.0
160.68,108.64,1.95,10.07,9.84,9.72,2551.87,6.48,10.17,36.36,41.96,39.23,31.46,0.55,46.44,2.13,56.08,115.0
160.73,108.68,1.94,10.07,9.84,9.72,2552.92,6.48,10.17,36.36,41.96,39.23,31.46,0.55,46.47,2.13,56.01,115.0
160.74,108.65,1.94,10.07,9.84,9.72,2551.88,6.47,10.17,36.37,41.95,39.22,31.44,0.55,46.49,2.13,55.98,115.0
160.73,108.66,1.95,10.07,9.84,9.72,2552.85,6.48,10.17,36.37,41.95,39.22,31.47,0.56,46.27,2.12,56.01,115.0
160.73,108.64,1.94,10.07,9.83,9.72,2550.93,6.48,10.17,36.38,41.96,39.22,31.46,0.55,46.4,2.13,56.1,115.0
160.64,108.89,1.95,10.07,9.84,9.73,2552.37,6.51,10.17,36.36,41.95,39.22,31.46,0.55,46.46,2.13,56.77,115.0
160.63,108.9,1.95,10.07,9.84,9.73,2552.47,6.51,10.17,36.36,41.94,39.21,31.39,0.55,46.84,2.15,56.69,115.0
160.62,108.89,1.95,10.07,9.84,9.73,2552.93,6.51,10.17,36.37,41.94,39.21,31.4,0.55,46.74,2.14,56.8,115.0
160.64,108.92,1.96,10.07,9.84,9.73,2553.06,6.51,10.17,36.36,41.94,39.21,31.36,0.55,46.99,2.15,56.72,115.0
160.63,108.91,1.95,10.07,9.84,9.73,2552.87,6.51,10.17,36.36,41.94,39.2,31.34,0.55,46.97,2.15,56.78,115.0
160.64,108.93,1.95,10.07,9.84,9.73,2553.3,6.51,10.17,36.35,41.93,39.21,31.35,0.55,46.77,2.16,56.7,115.0
160.64,108.93,1.94,10.07,9.84,9.72,2552.75,6.5,10.17,36.33,41.92,39.2,31.3,0.55,47.03,2.17,56.71,115.0
160.63,108.91,1.95,10.07,9.84,9.73,2552.72,6.51,10.17,36.33,41.92,39.2,31.33,0.54,46.64,2.16,56.82,115.0
160.67,108.92,1.95,10.07,9.84,9.73,2553.17,6.51,10.17,36.3,41.92,39.2,31.31,0.55,46.68,2.16,56.76,115.0
160.67,108.92,1.94,10.08,9.84,9.73,2552.38,6.51,10.17,36.28,41.89,39.18,31.3,0.55,46.68,2.16,56.8,115.0
160.59,109.15,1.96,10.08,9.85,9.73,2549.77,6.52,10.17,36.27,41.9,39.16,31.29,0.55,46.7,2.16,57.14,115.0
160.61,109.14,1.96,10.08,9.85,9.74,2548.36,6.52,10.17,36.25,41.89,39.14,31.27,0.55,46.74,2.16,57.17,115.0
160.62,109.15,1.95,10.09,9.86,9.74,2552.1,6.52,10.17,36.23,41.88,39.14,31.27,0.55,46.49,2.16,57.13,115.0
160.6,109.12,1.96,10.09,9.86,9.74,2553.49,6.52,10.17,36.21,41.85,39.11,31.26,0.55,46.4,2.15,57.01,115.0
160.61,109.14,1.96,10.09,9.86,9.74,2554.01,6.52,10.17,36.19,41.84,39.09,31.27,0.54,46.33,2.15,57.03,115.0
160.63,109.16,1.96,10.09,9.86,9.74,2555.34,6.52,10.18,36.18,41.83,39.09,31.24,0.55,46.49,2.15,57.03,115.0
160.64,109.18,1.95,10.09,9.86,9.74,2554.65,6.52,10.18,36.19,41.82,39.09,31.19,0.55,46.95,2.16,57.06,115.0
160.62,109.15,1.95,10.1,9.86,9.75,2553.23,6.52,10.18,36.18,41.79,39.07,31.17,0.54,47.14,2.17,57.05,115.0
160.62,109.15,1.94,10.1,9.87,9.75,2556.14,6.52,10.18,36.19,41.78,39.04,31.14,0.55,47.17,2.17,57.02,115.0
160.61,109.16,1.94,10.09,9.86,9.75,2553.7,6.52,10.18,36.19,41.76,39.05,31.15,0.54,47.16,2.17,57.01,115.0
160.57,109.3,1.95,10.1,9.87,9.75,2553.13,6.52,10.18,36.17,41.78,39.03,31.15,0.55,46.98,2.16,57.17,115.0
160.56,109.29,1.96,10.1,9.87,9.75,2552.97,6.52,10.18,36.14,41.77,39.03,31.15,0.54,46.76,2.16,57.1,115.0
160.57,109.31,1.95,10.1,9.87,9.75,2552.44,6.52,10.18,36.15,41.76,39.02,31.14,0.54,46.83,2.16,57.05,115.0
160.56,109.32,1.95,10.1,9.87,9.75,2552.07,6.51,10.18,36.13,41.77,39.0,31.15,0.54,46.73,2.15,57.01,115.0
160.55,109.29,1.96,10.1,9.87,9.75,2550.88,6.52,10.18,36.14,41.75,39.01,31.14,0.55,46.81,2.16,57.16,115.0
160.55,109.31,1.95,10.1,9.87,9.75,2550.63,6.52,10.18,36.13,41.73,39.0,31.13,0.54,46.86,2.16,57.14,115.0
160.58,109.31,1.95,10.1,9.87,9.75,2550.01,6.52,10.18,36.12,41.7,39.0,31.12,0.54,46.94,2.16,57.08,115.0
160.56,109.3,1.95,10.1,9.87,9.75,2551.54,6.52,10.18,36.12,41.7,39.0,31.15,0.55,46.76,2.15,57.06,115.0
160.59,109.33,1.95,10.1,9.87,9.75,2552.44,6.51,10.18,36.11,41.7,38.98,31.15,0.54,46.71,2.15,56.98,115.0
160.57,109.32,1.95,10.1,9.87,9.75,2552.04,6.51,10.17,36.11,41.7,38.98,31.14,0.54,46.69,2.15,57.02,115.0
160.96,109.57,2.01,10.11,9.88,9.76,2543.0,6.71,10.18,36.1,41.72,38.98,31.14,0.54,46.77,2.15,59.09,115.0
